study_code,group,platform,start_ms,end_ms,raw_duration_ms,prompt_excluded_duration_ms,mean_dwell_ms,swipe_count,risk_score,risk_level,sentiment_reliability,nsd_percent,oov_ratio
P-17X,INTERVENTION,FACEBOOK,1779338505000,1779339999010,1494010,1448333,8346,176,60.13,WARNING,RELIABLE,52.3609879535783,0.14188568301535
P-08Y,CONTROL,TIKTOK,1779338715000,1779340590650,1875650,1875650,5826,324,99.0,CRITICAL,RELIABLE,86.621182474492,0.176606996433747
P-13X,INTERVENTION,INSTAGRAM,1779338912000,1779340296437,1384437,1331083,6065,225,84.11,CRITICAL,RELIABLE,68.7292423490666,0.364686005619758
P-50Y,CONTROL,INSTAGRAM,1779339550000,1779340517957,967957,967957,19601,48,0.0,SAFE,RELIABLE,6.9497752748301,0.356784456962256
P-10Y,CONTROL,TIKTOK,1779342011000,1779344287074,2276074,2276074,5982,379,99.0,CRITICAL,RELIABLE,88.9466019737312,0.223116376587055
P-10Y,CONTROL,TIKTOK,1779343104000,1779343984338,880338,880338,4225,209,78.05,CRITICAL,RELIABLE,61.1985253461146,0.409187432739607
P-20Y,CONTROL,TIKTOK,1779343122000,1779343740068,618068,618068,11266,55,43.0,WARNING,RELIABLE,54.4602476143517,0.337005259798336
P-19X,INTERVENTION,INSTAGRAM,1779343133000,1779343847934,714934,714934,15111,46,31.73,SAFE,SENTIMENT_UNRELIABLE,,0.519490297537274
P-25X,INTERVENTION,INSTAGRAM,1779343847000,1779344373899,526899,526899,14845,35,29.58,SAFE,SENTIMENT_UNRELIABLE,,0.896343292618129
P-11X,INTERVENTION,TIKTOK,1779343944000,1779345146737,1202737,1153208,2911,414,83.4,CRITICAL,RELIABLE,56.0461718893166,0.141464635371053
P-09X,INTERVENTION,TIKTOK,1779344362000,1779346212114,1850114,1760063,5969,312,91.66,CRITICAL,RELIABLE,71.2982149176292,0.116159121296738
P-19X,INTERVENTION,INSTAGRAM,1779344428000,1779345248192,820192,799281,12947,67,37.27,WARNING,SENTIMENT_UNRELIABLE,,0.878202970618255
P-44Y,CONTROL,FACEBOOK,1779345948000,1779346045445,97445,97445,23854,9,1.63,SAFE,RELIABLE,32.0552710756463,0.067820221174557
P-02Y,CONTROL,TIKTOK,1779346579000,1779349297537,2718537,2718537,3749,730,99.0,CRITICAL,RELIABLE,75.4431117117067,0.077327225078818
P-05X,INTERVENTION,TIKTOK,1779346763000,1779350067482,3304482,3221258,5164,644,99.0,CRITICAL,RELIABLE,94.4166569629029,0.158501720128706
P-12Y,CONTROL,TIKTOK,1779348573000,1779350936240,2363240,2363240,5113,460,99.0,CRITICAL,RELIABLE,70.3961691476028,0.409202791336923
P-04Y,CONTROL,FACEBOOK,1779348877000,1779351175858,2298858,2298858,3061,753,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.802337651382091
P-07X,INTERVENTION,TIKTOK,1779348951000,1779351801682,2850682,2760784,2682,1066,99.0,CRITICAL,RELIABLE,60.1606528160875,0.196359463991073
P-02Y,CONTROL,TIKTOK,1779349133000,1779350561473,1428473,1428473,2417,588,98.26,CRITICAL,RELIABLE,64.6571097479257,0.127106934963878
P-21X,INTERVENTION,TIKTOK,1779349334000,1779350005935,671935,587757,9684,74,46.51,WARNING,RELIABLE,53.7919456433747,0.123546912004431
P-20Y,CONTROL,FACEBOOK,1779351184000,1779351631691,447691,447691,15263,33,29.59,SAFE,RELIABLE,43.4648752232554,0.304773809825769
P-27X,INTERVENTION,TIKTOK,1779351792000,1779352848039,1056039,1005261,12112,92,43.13,WARNING,RELIABLE,40.5628856256106,0.393136503690109
P-16Y,CONTROL,INSTAGRAM,1779352218000,1779353048554,830554,830554,2789,299,81.03,CRITICAL,RELIABLE,64.2859807728706,0.311720193284344
P-14Y,CONTROL,INSTAGRAM,1779352289000,1779353709574,1420574,1420574,3651,387,92.35,CRITICAL,RELIABLE,78.7542218785615,0.261783401954084
P-09X,INTERVENTION,TIKTOK,1779352325000,1779353046380,721380,692869,2878,251,73.72,CRITICAL,RELIABLE,46.7646711274487,0.340486566832359
P-47X,INTERVENTION,TIKTOK,1779352483000,1779352896728,413728,413728,24714,13,0.0,SAFE,RELIABLE,15.370667446217,0.331432101066275
P-11X,INTERVENTION,INSTAGRAM,1779352774000,1779354138972,1364972,1232685,8455,164,86.4,CRITICAL,RELIABLE,90.7587637123466,0.144886624485088
P-33X,INTERVENTION,INSTAGRAM,1779352809000,1779353488637,679637,679637,22320,29,25.57,SAFE,SENTIMENT_UNRELIABLE,,0.758132632863994
P-35X,INTERVENTION,INSTAGRAM,1779354492000,1779355048634,556634,544567,13591,45,33.58,WARNING,RELIABLE,53.8279488393826,0.223277431012127
P-05X,INTERVENTION,INSTAGRAM,1779355200000,1779356687290,1487290,1370556,6241,235,89.84,CRITICAL,RELIABLE,58.1668022526462,0.058622709651488
P-09X,INTERVENTION,INSTAGRAM,1779355236000,1779356268778,1032778,999751,3126,327,86.38,CRITICAL,RELIABLE,74.069026773241,0.091843480979559
P-17X,INTERVENTION,TIKTOK,1779355815000,1779356334960,519960,519960,13373,41,33.02,SAFE,RELIABLE,39.9251212577987,0.11479757084783
P-21X,INTERVENTION,INSTAGRAM,1779355939000,1779357205218,1266218,1249130,8703,145,56.54,WARNING,RELIABLE,53.2293819834276,0.076537125742506
P-35X,INTERVENTION,FACEBOOK,1779356467000,1779356920141,453141,453141,14701,27,26.64,SAFE,RELIABLE,43.2098498926834,0.353571393764365
P-32Y,CONTROL,TIKTOK,1779357103000,1779357543168,440168,440168,14180,35,25.61,SAFE,SENTIMENT_UNRELIABLE,,0.782656879487623
P-07X,INTERVENTION,INSTAGRAM,1779357160000,1779358835424,1675424,1555896,5286,318,99.0,CRITICAL,RELIABLE,76.4929835574659,0.250295652670431
P-18Y,CONTROL,INSTAGRAM,1779357268000,1779357687220,419220,419220,14376,35,29.84,SAFE,RELIABLE,40.2902839771993,0.350740281633705
P-14Y,CONTROL,TIKTOK,1779357370000,1779358794388,1424388,1424388,5196,271,76.3,CRITICAL,SENTIMENT_UNRELIABLE,,0.995829876587331
P-04Y,CONTROL,TIKTOK,1779357666000,1779360493527,2827527,2827527,1897,1487,99.0,CRITICAL,RELIABLE,67.9167083853579,0.189863498643411
P-26Y,CONTROL,TIKTOK,1779357892000,1779358597474,705474,705474,17046,40,30.16,SAFE,RELIABLE,38.2156836351985,0.402348417019306
P-30Y,CONTROL,TIKTOK,1779359382000,1779359774278,392278,392278,17934,19,21.52,SAFE,SENTIMENT_UNRELIABLE,,0.661951840516888
P-16Y,CONTROL,TIKTOK,1779359587000,1779361417908,1830908,1830908,3022,603,99.0,CRITICAL,RELIABLE,77.9736675504737,0.130462421361858
P-01X,INTERVENTION,TIKTOK,1779359726000,1779362569406,2843406,2698064,2987,956,99.0,CRITICAL,RELIABLE,59.6778851463129,0.307164623718275
P-11X,INTERVENTION,INSTAGRAM,1779359958000,1779360968064,1010064,898677,3449,294,81.06,CRITICAL,RELIABLE,60.3425963843426,0.204992117157753
P-45X,INTERVENTION,INSTAGRAM,1779359978000,1779360200680,222680,222680,26685,13,0.0,SAFE,RELIABLE,9.6104888391077,0.370900196032938
P-07X,INTERVENTION,INSTAGRAM,1779360494000,1779363387395,2893395,2845298,6215,470,99.0,CRITICAL,RELIABLE,60.2631017550962,0.198388556033046
P-35X,INTERVENTION,INSTAGRAM,1779360645000,1779361728967,1083967,1068598,8336,129,38.72,WARNING,RELIABLE,15.9336067090063,0.226329206611468
P-08Y,CONTROL,INSTAGRAM,1779361533000,1779365014669,3481669,3481669,3421,1019,99.0,CRITICAL,RELIABLE,58.7585596067777,0.175570503909686
P-06Y,CONTROL,FACEBOOK,1779361765000,1779362938940,1173940,1173940,5424,221,93.83,CRITICAL,RELIABLE,79.6201748565934,0.098532738886216
P-07X,INTERVENTION,INSTAGRAM,1779361898000,1779365009721,3111721,3056768,2226,1403,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.640676263520967
P-26Y,CONTROL,FACEBOOK,1779362912000,1779363365575,453575,453575,9648,51,38.29,WARNING,SENTIMENT_UNRELIABLE,,0.507076648157469
P-47X,INTERVENTION,INSTAGRAM,1779362936000,1779363254848,318848,318848,14258,23,0.0,SAFE,RELIABLE,0.5039523316695,0.331992386761463
P-17X,INTERVENTION,TIKTOK,1779363441000,1779364694664,1253664,1210841,17883,67,38.8,WARNING,RELIABLE,41.1072057189919,0.065846873899051
P-30Y,CONTROL,INSTAGRAM,1779363626000,1779364333510,707510,707510,16129,45,22.33,SAFE,RELIABLE,26.1561756895132,0.281122030593572
P-37X,INTERVENTION,INSTAGRAM,1779364174000,1779364483115,309115,309115,29592,7,1.45,SAFE,RELIABLE,22.1904964836744,0.259326871151875
P-02Y,CONTROL,INSTAGRAM,1779364659000,1779367943742,3284742,3284742,6438,515,99.0,CRITICAL,RELIABLE,68.1708484392795,0.045329809123184
P-03X,INTERVENTION,TIKTOK,1779365319000,1779366671222,1352222,1270574,5280,262,90.44,CRITICAL,RELIABLE,60.3462227851845,0.182865301047562
P-04Y,CONTROL,TIKTOK,1779365691000,1779367719802,2028802,2028802,4317,475,99.0,CRITICAL,RELIABLE,98.0579360892615,0.317550035684514
P-11X,INTERVENTION,INSTAGRAM,1779366183000,1779367019332,836332,747243,8222,98,62.35,WARNING,SENTIMENT_UNRELIABLE,,0.672796005482501
P-25X,INTERVENTION,TIKTOK,1779366476000,1779367519330,1043330,1033847,7987,136,48.2,WARNING,RELIABLE,32.7774139668644,0.205620152778715
P-05X,INTERVENTION,FACEBOOK,1779366504000,1779369204073,2700073,2626050,4650,583,99.0,CRITICAL,RELIABLE,93.6218675473775,0.321304152133747
P-12Y,CONTROL,FACEBOOK,1779366647000,1779368946583,2299583,2299583,5294,431,99.0,CRITICAL,RELIABLE,91.7814981558124,0.36708211823644
P-26Y,CONTROL,INSTAGRAM,1779367302000,1779368030912,728912,728912,11376,61,39.27,WARNING,RELIABLE,38.561142088796,0.066461119668905
P-07X,INTERVENTION,INSTAGRAM,1779367385000,1779369102945,1717945,1552426,5266,323,88.3,CRITICAL,SENTIMENT_UNRELIABLE,,0.580628883455117
P-46Y,CONTROL,FACEBOOK,1779367393000,1779368069734,676734,676734,27911,30,0.0,SAFE,RELIABLE,8.8688765158404,0.252696851799664
P-06Y,CONTROL,INSTAGRAM,1779367632000,1779370940455,3308455,3308455,2709,1219,99.0,CRITICAL,RELIABLE,88.937340002693,0.377433151748826
P-17X,INTERVENTION,INSTAGRAM,1779367783000,1779369093750,1310750,1303926,11571,114,46.75,WARNING,SENTIMENT_UNRELIABLE,,0.54830315514568
P-03X,INTERVENTION,TIKTOK,1779367874000,1779371211138,3337138,3216360,5647,589,99.0,CRITICAL,RELIABLE,79.5861188111335,0.304722438508014
P-11X,INTERVENTION,TIKTOK,1779368400000,1779370480459,2080459,1966964,2779,745,99.0,CRITICAL,RELIABLE,67.2427751498138,0.358796066752773
P-09X,INTERVENTION,FACEBOOK,1779368935000,1779369792949,857949,813741,6322,133,66.22,WARNING,SENTIMENT_UNRELIABLE,,0.70203784373895
P-20Y,CONTROL,TIKTOK,1779369612000,1779370326687,714687,714687,11844,60,32.79,SAFE,RELIABLE,21.6831688499632,0.358203895469602
P-04Y,CONTROL,TIKTOK,1779369787000,1779372173288,2386288,2386288,4415,545,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.751597552687439
P-02Y,CONTROL,TIKTOK,1779370267000,1779374074088,3807088,3807088,3959,967,99.0,CRITICAL,RELIABLE,60.3790440060196,0.337964054473782
P-21X,INTERVENTION,TIKTOK,1779370695000,1779372008765,1313765,1302496,17339,80,39.35,WARNING,RELIABLE,40.1739394759959,0.275239546669496
P-13X,INTERVENTION,TIKTOK,1779370765000,1779371990050,1225050,1144228,7433,166,78.99,CRITICAL,RELIABLE,67.7823658898604,0.286439878192506
P-03X,INTERVENTION,TIKTOK,1779370922000,1779373102438,2180438,2099438,2029,1075,99.0,CRITICAL,RELIABLE,87.1537740682389,0.257094573924886
P-24Y,CONTROL,INSTAGRAM,1779371255000,1779371711307,456307,456307,16436,32,20.4,SAFE,RELIABLE,18.6884520836309,0.28844874849638
P-08Y,CONTROL,FACEBOOK,1779371659000,1779373338797,1679797,1679797,2332,719,99.0,CRITICAL,RELIABLE,68.11054673463,0.21397750751324
P-46Y,CONTROL,TIKTOK,1779372149000,1779372360160,211160,211160,19462,14,0.0,SAFE,RELIABLE,5.9997981533127,0.220800633883581
P-22Y,CONTROL,FACEBOOK,1779372665000,1779373450548,785548,785548,7297,111,53.89,WARNING,RELIABLE,57.8561478239253,0.16278180755665
P-26Y,CONTROL,TIKTOK,1779373049000,1779374382667,1333667,1333667,12365,104,47.31,WARNING,RELIABLE,42.8900611830977,0.156035333259316
P-49X,INTERVENTION,TIKTOK,1779373351000,1779373799693,448693,448693,26516,22,0.0,SAFE,RELIABLE,14.0603936634589,0.217759606542356
P-48Y,CONTROL,INSTAGRAM,1779374350000,1779374842022,492022,492022,24199,18,0.0,SAFE,RELIABLE,7.8194215307043,0.386922807261275
P-11X,INTERVENTION,INSTAGRAM,1779374445000,1779376215679,1770679,1679393,4974,361,90.53,CRITICAL,RELIABLE,65.416650157314,0.292666545039252
P-07X,INTERVENTION,TIKTOK,1779374466000,1779377645565,3179565,3097731,2885,1107,99.0,CRITICAL,RELIABLE,95.4144410452749,0.342787734734099
P-12Y,CONTROL,TIKTOK,1779374652000,1779377487656,2835656,2835656,7113,395,99.0,CRITICAL,RELIABLE,79.6906075802808,0.334945056280972
P-30Y,CONTROL,INSTAGRAM,1779374883000,1779375591356,708356,708356,18462,43,25.97,SAFE,SENTIMENT_UNRELIABLE,,0.526015636453305
P-04Y,CONTROL,TIKTOK,1779374938000,1779376844305,1906305,1906305,2179,879,99.0,CRITICAL,RELIABLE,68.8550372606746,0.235094462998571
P-06Y,CONTROL,TIKTOK,1779375310000,1779376478469,1168469,1168469,6689,175,93.6,CRITICAL,RELIABLE,86.5397570412555,0.277854775247708
P-50Y,CONTROL,TIKTOK,1779375547000,1779375845987,298987,298987,25266,14,0.0,SAFE,RELIABLE,10.755379782398,0.276782210436814
P-03X,INTERVENTION,FACEBOOK,1779405657000,1779408991694,3334694,3155392,6766,498,99.0,CRITICAL,RELIABLE,59.1233952513408,0.134106094474479
P-01X,INTERVENTION,TIKTOK,1779406095000,1779409033394,2938394,2795010,5401,548,99.0,CRITICAL,RELIABLE,64.0698255679949,0.277408678996536
P-22Y,CONTROL,FACEBOOK,1779406171000,1779406603812,432812,432812,7774,58,42.29,WARNING,RELIABLE,39.9075344596103,0.330366978375281
P-07X,INTERVENTION,TIKTOK,1779406823000,1779408759172,1936172,1809668,3209,607,99.0,CRITICAL,RELIABLE,90.2150675427818,0.062508755241032
P-10Y,CONTROL,TIKTOK,1779407118000,1779408137473,1019473,1019473,5228,196,79.12,CRITICAL,RELIABLE,64.3018697164776,0.146480222870309
P-13X,INTERVENTION,TIKTOK,1779407527000,1779408371036,844036,786229,7309,116,64.17,WARNING,SENTIMENT_UNRELIABLE,,0.921611938034043
P-04Y,CONTROL,TIKTOK,1779407628000,1779409395710,1767710,1767710,6369,281,99.0,CRITICAL,RELIABLE,90.5116418088328,0.176414362532735
P-19X,INTERVENTION,TIKTOK,1779407848000,1779408464180,616180,542324,8470,71,47.5,WARNING,RELIABLE,52.2245526517813,0.351871633063805
P-37X,INTERVENTION,FACEBOOK,1779407968000,1779408139282,171282,171282,15967,9,0.0,SAFE,RELIABLE,11.7080034393583,0.337995063117268
P-17X,INTERVENTION,TIKTOK,1779408100000,1779408523044,423044,423044,11627,35,31.8,SAFE,RELIABLE,30.1501264800923,0.151923801508692
P-02Y,CONTROL,TIKTOK,1779410163000,1779413131093,2968093,2968093,6546,458,99.0,CRITICAL,RELIABLE,75.8815922413588,0.197054591480839
P-05X,INTERVENTION,TIKTOK,1779410211000,1779413033042,2822042,2642400,5709,491,99.0,CRITICAL,RELIABLE,85.1126340315628,0.266585220878176
P-01X,INTERVENTION,FACEBOOK,1779411489000,1779412923318,1434318,1268926,4708,305,99.0,CRITICAL,RELIABLE,82.8947379631451,0.338791530556617
P-19X,INTERVENTION,TIKTOK,1779411597000,1779412500939,903939,859474,6268,141,50.97,WARNING,SENTIMENT_UNRELIABLE,,0.587518188749987
P-14Y,CONTROL,INSTAGRAM,1779411875000,1779412874576,999576,999576,7220,137,69.61,CRITICAL,RELIABLE,47.1088682459668,0.107803824468539
P-43X,INTERVENTION,INSTAGRAM,1779413431000,1779413822165,391165,391165,29987,19,2.09,SAFE,RELIABLE,20.5854740451549,0.200142477859959
P-10Y,CONTROL,INSTAGRAM,1779414079000,1779415085387,1006387,1006387,4530,219,80.4,CRITICAL,RELIABLE,64.7766589378421,0.274286037094989
P-15X,INTERVENTION,FACEBOOK,1779414301000,1779416733760,2432760,2363804,7785,318,99.0,CRITICAL,RELIABLE,86.1672775307907,0.049428558370831
P-06Y,CONTROL,TIKTOK,1779414958000,1779417769991,2811991,2811991,6066,460,99.0,CRITICAL,RELIABLE,73.603670559416,0.308343322786146
P-05X,INTERVENTION,FACEBOOK,1779415195000,1779418334031,3139031,3044491,4270,734,99.0,CRITICAL,RELIABLE,60.4074320333968,0.051178317097527
P-43X,INTERVENTION,FACEBOOK,1779415776000,1779415864688,88688,88688,34207,6,0.0,SAFE,RELIABLE,9.3354351828945,0.098500416172209
P-19X,INTERVENTION,FACEBOOK,1779415787000,1779417175125,1388125,1358619,11378,126,47.45,WARNING,RELIABLE,35.1479906929753,0.231196085750639
P-40Y,CONTROL,TIKTOK,1779416021000,1779416490646,469646,469646,19767,28,0.87,SAFE,RELIABLE,13.3255150115177,0.046897409416852
P-07X,INTERVENTION,TIKTOK,1779416200000,1779419619705,3419705,3389633,6104,558,99.0,CRITICAL,RELIABLE,74.778907110169,0.059730597364648
P-16Y,CONTROL,TIKTOK,1779416639000,1779417845504,1206504,1206504,7696,157,75.62,CRITICAL,RELIABLE,59.581798148687,0.332256868167348
P-22Y,CONTROL,INSTAGRAM,1779416656000,1779417503556,847556,847556,14915,62,29.91,SAFE,RELIABLE,24.8470805827055,0.381404328431682
P-48Y,CONTROL,INSTAGRAM,1779417765000,1779418269517,504517,504517,22664,23,0.0,SAFE,RELIABLE,10.8165945339039,0.260899859426103
P-18Y,CONTROL,TIKTOK,1779417954000,1779419405819,1451819,1451819,14808,102,39.83,WARNING,RELIABLE,28.6223859161538,0.044456943388174
P-39X,INTERVENTION,INSTAGRAM,1779418155000,1779418592225,437225,437225,17167,23,0.09,SAFE,RELIABLE,12.2949354847642,0.059904328731689
P-07X,INTERVENTION,TIKTOK,1779418874000,1779422223602,3349602,3247375,6346,532,99.0,CRITICAL,RELIABLE,87.9006993001816,0.085851936535142
P-16Y,CONTROL,INSTAGRAM,1779419056000,1779420101228,1045228,1045228,2915,362,78.98,CRITICAL,RELIABLE,49.1709620946581,0.167013763541678
P-09X,INTERVENTION,TIKTOK,1779419190000,1779421184381,1994381,1905117,6620,303,88.81,CRITICAL,RELIABLE,59.8392304936073,0.355533355751468
P-15X,INTERVENTION,INSTAGRAM,1779419487000,1779421103295,1616295,1450254,2970,546,98.42,CRITICAL,RELIABLE,85.1181771048884,0.385237011840408
P-23X,INTERVENTION,INSTAGRAM,1779419572000,1779420340850,768850,699080,9557,81,43.44,WARNING,RELIABLE,39.1719320232696,0.258074639354964
P-05X,INTERVENTION,INSTAGRAM,1779419834000,1779421827960,1993960,1864676,5001,396,98.7,CRITICAL,RELIABLE,56.2949038661154,0.13744487797293
P-32Y,CONTROL,TIKTOK,1779420015000,1779420726052,711052,711052,20207,38,20.2,SAFE,RELIABLE,19.3395117228453,0.276515374216869
P-02Y,CONTROL,INSTAGRAM,1779420286000,1779424079240,3793240,3793240,2445,1557,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.52311141563782
P-03X,INTERVENTION,FACEBOOK,1779420402000,1779423846381,3444381,3352171,3112,1110,99.0,CRITICAL,RELIABLE,96.1257915847915,0.169514821856809
P-14Y,CONTROL,INSTAGRAM,1779420494000,1779422353612,1859612,1859612,3317,564,96.95,CRITICAL,RELIABLE,71.8502069635435,0.044622265532603
P-32Y,CONTROL,FACEBOOK,1779421310000,1779421676744,366744,366744,17437,18,13.41,SAFE,RELIABLE,13.2782762269464,0.369751086017733
P-09X,INTERVENTION,TIKTOK,1779421371000,1779422098959,727959,694887,3232,228,73.48,CRITICAL,RELIABLE,47.8078350299999,0.190475327150514
P-16Y,CONTROL,INSTAGRAM,1779422018000,1779423697089,1679089,1679089,6211,272,91.72,CRITICAL,RELIABLE,80.4139258349888,0.055472802398752
P-03X,INTERVENTION,TIKTOK,1779422447000,1779423768771,1321771,1244411,2816,472,99.0,CRITICAL,RELIABLE,91.2582414650107,0.381936801644294
P-23X,INTERVENTION,FACEBOOK,1779422894000,1779423351959,457959,457959,12619,42,25.9,SAFE,RELIABLE,15.9768617944338,0.041908205909933
P-05X,INTERVENTION,INSTAGRAM,1779422904000,1779425371071,2467071,2321935,2427,1022,99.0,CRITICAL,RELIABLE,79.2833831893459,0.351282828197023
P-02Y,CONTROL,FACEBOOK,1779422914000,1779425606950,2692950,2692950,2171,1243,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.624155169727591
P-15X,INTERVENTION,INSTAGRAM,1779423609000,1779424558094,949094,769246,6335,146,74.75,CRITICAL,RELIABLE,60.2257532434951,0.205899198426572
P-14Y,CONTROL,INSTAGRAM,1779423838000,1779424969308,1131308,1131308,6552,173,74.02,CRITICAL,RELIABLE,51.1922464428858,0.251299689963593
P-49X,INTERVENTION,TIKTOK,1779424898000,1779425022766,124766,124766,14792,14,0.0,SAFE,RELIABLE,18.0187220956378,0.23815665128313
P-25X,INTERVENTION,TIKTOK,1779425151000,1779426810182,1659182,1615258,16071,107,37.23,WARNING,RELIABLE,18.3737570226175,0.362445337077446
P-42Y,CONTROL,FACEBOOK,1779425467000,1779425966279,499279,499279,14301,33,2.35,SAFE,RELIABLE,6.6758515062923,0.343013006704679
P-01X,INTERVENTION,INSTAGRAM,1779425566000,1779428979900,3413900,3277619,3047,1117,99.0,CRITICAL,RELIABLE,90.8990700841769,0.160085370616922
P-04Y,CONTROL,INSTAGRAM,1779425697000,1779427794302,2097302,2097302,5802,358,99.0,CRITICAL,RELIABLE,82.4803897628436,0.30888369036193
P-12Y,CONTROL,TIKTOK,1779426167000,1779427288775,1121775,1121775,4530,246,83.45,CRITICAL,RELIABLE,69.2222791621089,0.223031198662926
P-11X,INTERVENTION,TIKTOK,1779427745000,1779428941921,1196921,1132419,7651,159,78.27,CRITICAL,RELIABLE,68.0261962746729,0.385207762113207
P-04Y,CONTROL,TIKTOK,1779427911000,1779432139611,4228611,4228611,2734,1548,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.601434492661566
P-06Y,CONTROL,FACEBOOK,1779427925000,1779430037621,2112621,2112621,4598,461,99.0,CRITICAL,RELIABLE,86.6756979144658,0.408109538288044
P-07X,INTERVENTION,TIKTOK,1779429366000,1779432799483,3433483,3340767,6047,568,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.710952882323347
P-44Y,CONTROL,INSTAGRAM,1779429455000,1779429730694,275694,275694,37763,12,2.85,SAFE,RELIABLE,28.0308343732036,0.137920042073025
P-47X,INTERVENTION,INSTAGRAM,1779429582000,1779429964459,382459,382459,16066,23,0.0,SAFE,RELIABLE,9.3723777819241,0.409538947656062
P-45X,INTERVENTION,FACEBOOK,1779429731000,1779429950797,219797,219797,11981,22,0.0,SAFE,RELIABLE,6.4891196795776,0.215378468302446
P-15X,INTERVENTION,INSTAGRAM,1779430190000,1779431360311,1170311,1006308,6038,194,85.62,CRITICAL,RELIABLE,82.7157276742591,0.297993054817056
P-11X,INTERVENTION,INSTAGRAM,1779430312000,1779432533735,2221735,2086736,6681,331,88.7,CRITICAL,RELIABLE,49.8546864686988,0.049224481888753
P-25X,INTERVENTION,INSTAGRAM,1779431288000,1779432076684,788684,748937,11017,69,39.16,WARNING,RELIABLE,33.5030331727728,0.259678240164943
P-06Y,CONTROL,FACEBOOK,1779431867000,1779434467813,2600813,2600813,4323,602,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.854735904140928
P-08Y,CONTROL,INSTAGRAM,1779432230000,1779434941028,2711028,2711028,4940,550,99.0,CRITICAL,RELIABLE,98.5255139963769,0.3912767279878
P-19X,INTERVENTION,INSTAGRAM,1779432435000,1779433038037,603037,548184,6464,96,41.66,WARNING,RELIABLE,22.7812745279065,0.329032831338247
P-24Y,CONTROL,INSTAGRAM,1779432649000,1779433086945,437945,437945,11526,42,39.59,WARNING,RELIABLE,53.2578137460393,0.108401024985144
P-17X,INTERVENTION,FACEBOOK,1779432999000,1779433689970,690970,636174,17512,38,36.8,WARNING,RELIABLE,59.6033358075231,0.142909863623518
P-06Y,CONTROL,TIKTOK,1779433049000,1779436947928,3898928,3898928,1869,2083,99.0,CRITICAL,RELIABLE,68.8888967996787,0.383751521407018
P-50Y,CONTROL,INSTAGRAM,1779433150000,1779433282333,132333,132333,27889,7,0.0,SAFE,SENTIMENT_UNRELIABLE,,0.899956887944936
P-02Y,CONTROL,TIKTOK,1779433252000,1779437013891,3761891,3761891,4027,934,99.0,CRITICAL,RELIABLE,78.7098181539172,0.384823112082736
P-04Y,CONTROL,TIKTOK,1779434866000,1779436485020,1619020,1619020,3464,470,99.0,CRITICAL,RELIABLE,66.1759539878687,0.074988663494678
P-32Y,CONTROL,INSTAGRAM,1779434929000,1779435380468,451468,451468,9454,51,36.61,WARNING,RELIABLE,43.6852149211655,0.269477778659077
P-08Y,CONTROL,TIKTOK,1779435491000,1779438303096,2812096,2812096,2094,1342,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.53483186770848
P-10Y,CONTROL,FACEBOOK,1779435494000,1779436616691,1122691,1122691,6224,182,75.43,CRITICAL,RELIABLE,54.0674037141628,0.159691464017229
P-34Y,CONTROL,INSTAGRAM,1779436065000,1779436374451,309451,309451,18052,16,24.27,SAFE,RELIABLE,49.7316438875157,0.14315403433162
P-26Y,CONTROL,INSTAGRAM,1779436794000,1779437223667,429667,429667,13359,31,34.28,WARNING,RELIABLE,47.7577272905841,0.073080618021514
P-01X,INTERVENTION,TIKTOK,1779437090000,1779438839318,1749318,1574933,5153,343,99.0,CRITICAL,RELIABLE,71.2997036469667,0.41125006375681
P-44Y,CONTROL,TIKTOK,1779437181000,1779437342783,161783,161783,25029,7,0.52,SAFE,RELIABLE,25.7573103602086,0.206754797788483
P-26Y,CONTROL,TIKTOK,1779437910000,1779438656317,746317,746317,11282,69,44.96,WARNING,RELIABLE,55.025454506031,0.198174327952974
P-49X,INTERVENTION,TIKTOK,1779438399000,1779438734775,335775,335775,16604,22,0.0,SAFE,RELIABLE,16.238550572348,0.199563008375652
P-02Y,CONTROL,INSTAGRAM,1779438762000,1779441737377,2975377,2975377,3442,868,99.0,CRITICAL,RELIABLE,80.6483980086927,0.417074495281604
P-03X,INTERVENTION,FACEBOOK,1779438966000,1779440237861,1271861,1118449,5615,225,96.18,CRITICAL,RELIABLE,83.7657102049749,0.204045628595172
P-28Y,CONTROL,INSTAGRAM,1779439291000,1779439737476,446476,446476,13469,31,31.03,SAFE,SENTIMENT_UNRELIABLE,,0.504417108401244
P-04Y,CONTROL,FACEBOOK,1779439855000,1779442099971,2244971,2244971,4382,509,99.0,CRITICAL,RELIABLE,77.6938418697936,0.21518273392287
P-34Y,CONTROL,INSTAGRAM,1779440564000,1779440991140,427140,427140,20846,23,22.01,SAFE,SENTIMENT_UNRELIABLE,,0.832732750407969
