study_code,timestamp_ms,platform,event_type,details_code,affected_session_id
P-23X,1779254014300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-03X,1779254024255,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779254054251,INSTAGRAM,SESSION_FINALIZED,session_saved,1525
P-06Y,1779254719000,,SERVICE_STARTED,service_connected,
P-06Y,1779254721300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-15X,1779255023923,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-15X,1779255053919,INSTAGRAM,SESSION_FINALIZED,session_saved,1527
P-05X,1779255196000,,SERVICE_STARTED,service_connected,
P-05X,1779255198300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-23X,1779255341084,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-23X,1779255371080,FACEBOOK,SESSION_FINALIZED,session_saved,1529
P-10Y,1779255562000,,SERVICE_STARTED,service_connected,
P-10Y,1779255564300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-31X,1779255703000,,SERVICE_STARTED,service_connected,
P-31X,1779255705300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-11X,1779255750103,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1779255780099,TIKTOK,SESSION_FINALIZED,session_saved,1528
P-03X,1779256110000,,SERVICE_STARTED,service_connected,
P-03X,1779256112300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779256409000,,SERVICE_STARTED,service_connected,
P-04Y,1779256411300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-10Y,1779256538973,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-10Y,1779256568951,TIKTOK,HIGH_OOV,sentiment_unreliable,1532
P-10Y,1779256568969,TIKTOK,SESSION_FINALIZED,session_saved,1532
P-05X,1779256614000,,SERVICE_STARTED,service_connected,
P-05X,1779256616300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1779256717000,,SERVICE_STARTED,service_connected,
P-02Y,1779256719300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-31X,1779256837693,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-31X,1779256867689,INSTAGRAM,SESSION_FINALIZED,session_saved,1533
P-06Y,1779256880041,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779256910037,FACEBOOK,SESSION_FINALIZED,session_saved,1530
P-09X,1779257236000,,SERVICE_STARTED,service_connected,
P-09X,1779257238300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779257702164,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779257732160,INSTAGRAM,SESSION_FINALIZED,session_saved,1535
P-05X,1779258312605,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779258332939,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1779258342601,FACEBOOK,SESSION_FINALIZED,session_saved,1531
P-03X,1779258362935,INSTAGRAM,SESSION_FINALIZED,session_saved,1534
P-02Y,1779258411818,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779258441814,TIKTOK,SESSION_FINALIZED,session_saved,1537
P-01X,1779258828000,,SERVICE_STARTED,service_connected,
P-01X,1779258830300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-06Y,1779259133000,,SERVICE_STARTED,service_connected,
P-06Y,1779259135300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-05X,1779259164292,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779259166273,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1779259194288,TIKTOK,SESSION_FINALIZED,session_saved,1536
P-09X,1779259196269,INSTAGRAM,SESSION_FINALIZED,session_saved,1538
P-26Y,1779260125000,,SERVICE_STARTED,service_connected,
P-26Y,1779260127300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-06Y,1779260470349,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779260500345,INSTAGRAM,SESSION_FINALIZED,session_saved,1540
P-01X,1779260508109,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1779260538087,FACEBOOK,HIGH_OOV,sentiment_unreliable,1539
P-01X,1779260538105,FACEBOOK,SESSION_FINALIZED,session_saved,1539
P-26Y,1779260583324,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-26Y,1779260613320,INSTAGRAM,SESSION_FINALIZED,session_saved,1541
P-21X,1779261271000,,SERVICE_STARTED,service_connected,
P-21X,1779261273300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-16Y,1779261452000,,SERVICE_STARTED,service_connected,
P-16Y,1779261454300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-21X,1779262064223,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1779262094219,FACEBOOK,SESSION_FINALIZED,session_saved,1542
P-13X,1779262113000,,SERVICE_STARTED,service_connected,
P-13X,1779262115300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1779262393060,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1779262423038,TIKTOK,HIGH_OOV,sentiment_unreliable,1543
P-16Y,1779262423056,TIKTOK,SESSION_FINALIZED,session_saved,1543
P-02Y,1779262561000,,SERVICE_STARTED,service_connected,
P-02Y,1779262563300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-22Y,1779262775000,,SERVICE_STARTED,service_connected,
P-22Y,1779262777300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-12Y,1779263098000,,SERVICE_STARTED,service_connected,
P-12Y,1779263100300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-13X,1779263294874,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-13X,1779263324870,TIKTOK,SESSION_FINALIZED,session_saved,1544
P-22Y,1779263573655,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-22Y,1779263603651,TIKTOK,SESSION_FINALIZED,session_saved,1546
P-07X,1779263649000,,SERVICE_STARTED,service_connected,
P-07X,1779263651300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-11X,1779263712000,,SERVICE_STARTED,service_connected,
P-11X,1779263714300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-29X,1779264585000,,SERVICE_STARTED,service_connected,
P-29X,1779264587300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-29X,1779264914781,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-29X,1779264944759,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1550
P-29X,1779264944777,INSTAGRAM,SESSION_FINALIZED,session_saved,1550
P-07X,1779265008386,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779265038382,INSTAGRAM,SESSION_FINALIZED,session_saved,1548
P-12Y,1779265105451,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-12Y,1779265135447,INSTAGRAM,SESSION_FINALIZED,session_saved,1547
P-02Y,1779265233754,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779265263750,FACEBOOK,SESSION_FINALIZED,session_saved,1545
P-08Y,1779265290000,,SERVICE_STARTED,service_connected,
P-08Y,1779265292300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-17X,1779265530000,,SERVICE_STARTED,service_connected,
P-17X,1779265532300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-16Y,1779265545000,,SERVICE_STARTED,service_connected,
P-16Y,1779265547300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-21X,1779266043000,,SERVICE_STARTED,service_connected,
P-21X,1779266045300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-11X,1779266199190,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1779266229168,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1549
P-11X,1779266229186,INSTAGRAM,SESSION_FINALIZED,session_saved,1549
P-01X,1779266955000,,SERVICE_STARTED,service_connected,
P-01X,1779266957300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-21X,1779267063127,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-17X,1779267084012,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1779267093105,FACEBOOK,HIGH_OOV,sentiment_unreliable,1554
P-21X,1779267093123,FACEBOOK,SESSION_FINALIZED,session_saved,1554
P-17X,1779267114008,FACEBOOK,SESSION_FINALIZED,session_saved,1552
P-16Y,1779267157028,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1779267187024,INSTAGRAM,SESSION_FINALIZED,session_saved,1553
P-39X,1779267202000,,SERVICE_STARTED,service_connected,
P-39X,1779267204300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-24Y,1779267615000,,SERVICE_STARTED,service_connected,
P-24Y,1779267617300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-39X,1779267846600,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-39X,1779267876596,INSTAGRAM,SESSION_FINALIZED,session_saved,1556
P-28Y,1779267952000,,SERVICE_STARTED,service_connected,
P-28Y,1779267954300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-24Y,1779268204331,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-24Y,1779268234327,TIKTOK,SESSION_FINALIZED,session_saved,1557
P-26Y,1779268358000,,SERVICE_STARTED,service_connected,
P-26Y,1779268360300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1779268413000,,SERVICE_STARTED,service_connected,
P-04Y,1779268415300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-26Y,1779268735595,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-26Y,1779268765591,TIKTOK,SESSION_FINALIZED,session_saved,1559
P-08Y,1779268945391,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1779268975369,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1551
P-08Y,1779268975387,INSTAGRAM,SESSION_FINALIZED,session_saved,1551
P-28Y,1779269208706,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-37X,1779269237000,,SERVICE_STARTED,service_connected,
P-28Y,1779269238702,INSTAGRAM,SESSION_FINALIZED,session_saved,1558
P-37X,1779269239300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1779269259000,,SERVICE_STARTED,service_connected,
P-16Y,1779269261300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-37X,1779269467489,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-37X,1779269497485,TIKTOK,SESSION_FINALIZED,session_saved,1561
P-31X,1779269666000,,SERVICE_STARTED,service_connected,
P-31X,1779269668300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-19X,1779270317000,,SERVICE_STARTED,service_connected,
P-19X,1779270319300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-01X,1779270338621,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1779270368599,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1555
P-01X,1779270368617,INSTAGRAM,SESSION_FINALIZED,session_saved,1555
P-50Y,1779270461000,,SERVICE_STARTED,service_connected,
P-50Y,1779270463300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-16Y,1779270561779,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1779270591757,TIKTOK,HIGH_OOV,sentiment_unreliable,1562
P-16Y,1779270591775,TIKTOK,SESSION_FINALIZED,session_saved,1562
P-31X,1779270627994,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-31X,1779270657990,TIKTOK,SESSION_FINALIZED,session_saved,1563
P-50Y,1779270697732,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-50Y,1779270727728,INSTAGRAM,SESSION_FINALIZED,session_saved,1565
P-19X,1779270944476,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-19X,1779270974472,INSTAGRAM,SESSION_FINALIZED,session_saved,1564
P-23X,1779271237000,,SERVICE_STARTED,service_connected,
P-23X,1779271239300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779271464671,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779271494667,INSTAGRAM,SESSION_FINALIZED,session_saved,1560
P-17X,1779271542000,,SERVICE_STARTED,service_connected,
P-17X,1779271544300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-15X,1779271840000,,SERVICE_STARTED,service_connected,
P-15X,1779271842300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-17X,1779271935251,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-17X,1779271965247,FACEBOOK,SESSION_FINALIZED,session_saved,1567
P-18Y,1779272247000,,SERVICE_STARTED,service_connected,
P-18Y,1779272249300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-23X,1779272373943,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-23X,1779272403939,INSTAGRAM,SESSION_FINALIZED,session_saved,1566
P-18Y,1779272867456,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-18Y,1779272897434,FACEBOOK,HIGH_OOV,sentiment_unreliable,1569
P-18Y,1779272897452,FACEBOOK,SESSION_FINALIZED,session_saved,1569
P-15X,1779273211979,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-15X,1779273241975,TIKTOK,SESSION_FINALIZED,session_saved,1568
P-03X,1779273362000,,SERVICE_STARTED,service_connected,
P-03X,1779273364300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-38Y,1779273494000,,SERVICE_STARTED,service_connected,
P-38Y,1779273496300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-38Y,1779274069255,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-38Y,1779274099251,INSTAGRAM,SESSION_FINALIZED,session_saved,1571
P-28Y,1779274419000,,SERVICE_STARTED,service_connected,
P-28Y,1779274421300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-44Y,1779274627000,,SERVICE_STARTED,service_connected,
P-44Y,1779274629300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-44Y,1779274924222,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-44Y,1779274954200,TIKTOK,HIGH_OOV,sentiment_unreliable,1573
P-44Y,1779274954218,TIKTOK,SESSION_FINALIZED,session_saved,1573
P-28Y,1779274998955,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-28Y,1779275028951,INSTAGRAM,SESSION_FINALIZED,session_saved,1572
P-09X,1779275268000,,SERVICE_STARTED,service_connected,
P-09X,1779275270300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-49X,1779275701000,,SERVICE_STARTED,service_connected,
P-49X,1779275703300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-48Y,1779275894000,,SERVICE_STARTED,service_connected,
P-48Y,1779275896300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-03X,1779275897038,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779275927034,FACEBOOK,SESSION_FINALIZED,session_saved,1570
P-09X,1779276206034,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779276236030,INSTAGRAM,SESSION_FINALIZED,session_saved,1574
P-49X,1779276329678,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-49X,1779276359674,FACEBOOK,SESSION_FINALIZED,session_saved,1575
P-48Y,1779276378041,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-48Y,1779276408037,INSTAGRAM,SESSION_FINALIZED,session_saved,1576
P-39X,1779276980000,,SERVICE_STARTED,service_connected,
P-39X,1779276982300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1779277297000,,SERVICE_STARTED,service_connected,
P-01X,1779277299300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-39X,1779277315171,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-39X,1779277345167,TIKTOK,SESSION_FINALIZED,session_saved,1577
P-07X,1779277929000,,SERVICE_STARTED,service_connected,
P-07X,1779277931300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1779278364000,,SERVICE_STARTED,service_connected,
P-02Y,1779278366300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-08Y,1779278987000,,SERVICE_STARTED,service_connected,
P-08Y,1779278989300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-01X,1779279432631,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1779279462627,FACEBOOK,SESSION_FINALIZED,session_saved,1578
P-01X,1779279533000,,SERVICE_STARTED,service_connected,
P-01X,1779279535300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1779279626346,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779279647000,,SERVICE_STARTED,service_connected,
P-06Y,1779279649300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1779279656342,TIKTOK,SESSION_FINALIZED,session_saved,1579
P-44Y,1779279714000,,SERVICE_STARTED,service_connected,
P-44Y,1779279716300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-44Y,1779279990885,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-44Y,1779280020881,INSTAGRAM,SESSION_FINALIZED,session_saved,1584
P-07X,1779280148000,,SERVICE_STARTED,service_connected,
P-07X,1779280150300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1779280340871,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779280370867,TIKTOK,SESSION_FINALIZED,session_saved,1580
P-31X,1779280663000,,SERVICE_STARTED,service_connected,
P-31X,1779280665300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-31X,1779281076747,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-31X,1779281106743,INSTAGRAM,SESSION_FINALIZED,session_saved,1586
P-20Y,1779281143000,,SERVICE_STARTED,service_connected,
P-20Y,1779281145300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779281296000,,SERVICE_STARTED,service_connected,
P-04Y,1779281298300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-06Y,1779281516000,,SERVICE_STARTED,service_connected,
P-06Y,1779281518300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-08Y,1779281626827,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1779281656823,INSTAGRAM,SESSION_FINALIZED,session_saved,1581
P-49X,1779281744000,,SERVICE_STARTED,service_connected,
P-49X,1779281746300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-06Y,1779282078142,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779282108138,INSTAGRAM,SESSION_FINALIZED,session_saved,1583
P-25X,1779282130000,,SERVICE_STARTED,service_connected,
P-25X,1779282132300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-07X,1779282166396,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779282196392,TIKTOK,SESSION_FINALIZED,session_saved,1585
P-10Y,1779282260000,,SERVICE_STARTED,service_connected,
P-10Y,1779282262300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-20Y,1779282281652,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-20Y,1779282311648,INSTAGRAM,SESSION_FINALIZED,session_saved,1587
P-49X,1779282417616,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-49X,1779282447612,TIKTOK,SESSION_FINALIZED,session_saved,1590
P-05X,1779282628000,,SERVICE_STARTED,service_connected,
P-12Y,1779282629000,,SERVICE_STARTED,service_connected,
P-05X,1779282630300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-12Y,1779282631300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-25X,1779283145685,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-25X,1779283175681,TIKTOK,SESSION_FINALIZED,session_saved,1591
P-23X,1779283281000,,SERVICE_STARTED,service_connected,
P-23X,1779283283300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-10Y,1779283387000,,SERVICE_STARTED,service_connected,
P-10Y,1779283389300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-10Y,1779283405074,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-10Y,1779283435052,TIKTOK,HIGH_OOV,sentiment_unreliable,1592
P-10Y,1779283435070,TIKTOK,SESSION_FINALIZED,session_saved,1592
P-04Y,1779283586000,,SERVICE_STARTED,service_connected,
P-04Y,1779283588300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1779283617000,,SERVICE_STARTED,service_connected,
P-01X,1779283619300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-01X,1779283686925,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779283705000,,SERVICE_STARTED,service_connected,
P-07X,1779283707300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1779283716921,INSTAGRAM,SESSION_FINALIZED,session_saved,1582
P-23X,1779283971594,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-23X,1779284001590,FACEBOOK,SESSION_FINALIZED,session_saved,1595
P-13X,1779284083000,,SERVICE_STARTED,service_connected,
P-13X,1779284085300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-12Y,1779284238279,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-12Y,1779284268257,TIKTOK,HIGH_OOV,sentiment_unreliable,1594
P-12Y,1779284268275,TIKTOK,SESSION_FINALIZED,session_saved,1594
P-10Y,1779284337100,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-10Y,1779284367096,FACEBOOK,SESSION_FINALIZED,session_saved,1596
P-32Y,1779284465000,,SERVICE_STARTED,service_connected,
P-32Y,1779284467300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-06Y,1779284668849,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779284698845,TIKTOK,SESSION_FINALIZED,session_saved,1589
P-01X,1779284804512,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1779284818000,,SERVICE_STARTED,service_connected,
P-01X,1779284820300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-01X,1779284834508,INSTAGRAM,SESSION_FINALIZED,session_saved,1598
P-04Y,1779284916452,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-27X,1779284938000,,SERVICE_STARTED,service_connected,
P-27X,1779284940300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-04Y,1779284946448,TIKTOK,SESSION_FINALIZED,session_saved,1597
P-32Y,1779285031946,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-32Y,1779285061942,FACEBOOK,SESSION_FINALIZED,session_saved,1601
P-07X,1779285186814,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779285215761,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779285216810,TIKTOK,SESSION_FINALIZED,session_saved,1599
P-04Y,1779285245757,INSTAGRAM,SESSION_FINALIZED,session_saved,1588
P-08Y,1779285324000,,SERVICE_STARTED,service_connected,
P-08Y,1779285326300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-48Y,1779285330000,,SERVICE_STARTED,service_connected,
P-48Y,1779285332300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-09X,1779285359000,,SERVICE_STARTED,service_connected,
P-09X,1779285361300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-07X,1779285368000,,SERVICE_STARTED,service_connected,
P-07X,1779285370300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1779285425000,,SERVICE_STARTED,service_connected,
P-10Y,1779285427300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-47X,1779285486000,,SERVICE_STARTED,service_connected,
P-47X,1779285488300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-27X,1779285566257,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-14Y,1779285575000,,SERVICE_STARTED,service_connected,
P-14Y,1779285577300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-27X,1779285596253,FACEBOOK,SESSION_FINALIZED,session_saved,1603
P-48Y,1779285840399,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-48Y,1779285870395,FACEBOOK,SESSION_FINALIZED,session_saved,1605
P-47X,1779285972307,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-47X,1779286002303,INSTAGRAM,SESSION_FINALIZED,session_saved,1609
P-01X,1779286098020,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1779286127998,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1602
P-01X,1779286128016,INSTAGRAM,SESSION_FINALIZED,session_saved,1602
P-03X,1779286176000,,SERVICE_STARTED,service_connected,
P-03X,1779286178300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-09X,1779286407837,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779286433000,,SERVICE_STARTED,service_connected,
P-02Y,1779286435300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-09X,1779286437815,TIKTOK,HIGH_OOV,sentiment_unreliable,1606
P-09X,1779286437833,TIKTOK,SESSION_FINALIZED,session_saved,1606
P-13X,1779286533038,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-13X,1779286563034,TIKTOK,SESSION_FINALIZED,session_saved,1600
P-10Y,1779286700297,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-10Y,1779286730293,TIKTOK,SESSION_FINALIZED,session_saved,1608
P-05X,1779286935850,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1779286965828,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1593
P-05X,1779286965846,INSTAGRAM,SESSION_FINALIZED,session_saved,1593
P-14Y,1779287068237,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-14Y,1779287098233,INSTAGRAM,SESSION_FINALIZED,session_saved,1610
P-22Y,1779287286000,,SERVICE_STARTED,service_connected,
P-22Y,1779287288300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-24Y,1779288098000,,SERVICE_STARTED,service_connected,
P-24Y,1779288100300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-13X,1779288199000,,SERVICE_STARTED,service_connected,
P-13X,1779288201300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-03X,1779288518980,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779288548976,TIKTOK,SESSION_FINALIZED,session_saved,1611
P-22Y,1779288660627,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779288662630,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-15X,1779288664000,,SERVICE_STARTED,service_connected,
